cn,pinyin,vocabulary,pinyin_vocab,th,id1,sentence_test,translate
愿,yuàn,许愿,xǔ yuàn,อธิษฐาน,651,小女孩正在对着天上的星星许愿。,เด็กผู้หญิงกำลังอธิษฐานต่อดวงดาวบนท้องฟ้า
约,yuē,节约,jié yuē,ประหยัด,652,日常生活中，我们要注意节约水电。,ในชีวิตประจำวัน เราควรประหยัดน้ำและไฟฟ้า
忘,wàng,忘记,wàng jì,ลืม,653,爸爸工作忙得都忘记吃饭了。,พ่อทำงานยุ่งจนลืมกินข้าว
答,dá,回答,huí dá,ตอบ,654,谁来回答这个问题？,ใครจะมาตอบคำถามนี้
越,yuè,越过,yuè guò,ข้าม,655,鸟儿越过高山，飞到南方过冬。,นกบินข้ามภูเขาสูงไปทางใต้เพื่อหนีหนาว
尖,jiān,塔尖,tǎ jiān,ยอดหอคอย,656,高高的塔尖上有人在放烟火。,บนยอดหอคอยสูงมีคนกำลังจุดดอกไม้ไฟ
摇,yáo,摇篮,yáo lán,เปลเด็ก,657,妈妈轻轻地摇着摇篮，唱着歌。,แม่ไกวเปลเบา ๆ พร้อมร้องเพลง
往,wǎng,往前,wǎng qián,ไปข้างหน้า,658,往前走，就能看到一个大大的广场。,เดินไปข้างหน้า ก็จะเห็นลานกว้างใหญ่แห่งหนึ่ง
龙,lóng,中国龙,zhōng guó lóng,มังกรจีน,659,画家在画布上画了一条中国龙。,จิตรกรวาดมังกรจีนบนผืนผ้าใบ
夜,yè,深夜,shēn yè,ดึกมาก,660,深夜，爸爸还在台灯下工作。,กลางดึก พ่อยังทำงานอยู่ใต้โคมไฟตั้งโต๊ะ
坏,huài,变坏,biàn huài,เสีย,661,水果放了几天没吃，就变坏了。,ผลไม้ที่วางไว้หลายวันไม่กินก็เน่าเสีย
低,dī,低头,dī tóu,ก้มหน้า,662,妈妈一低头，看见了一块小石头。,แม่ก้มลงก็เห็นก้อนหินเล็ก ๆ ก้อนหนึ่ง
吐,tǔ,吐出去,tǔ chū qù,อาเจียนออกมา,663,风把土都吹到嘴里了，快吐出去吧！,ลมพัดฝุ่นเข้าปาก รีบคายออกเถอะ
每,měi,每天,měi tiān,ทุกวัน,664,妈妈每天都把房间打扫得很干净。,แม่ทำความสะอาดห้องทุกวันจนสะอาดมาก
破,pò,划破,huá pò,ขีดข่วนจนขาด,665,一块石头把她的小手划破了。,ก้อนหินก้อนหนึ่งขีดข่วนมือเล็ก ๆ ของเธอจนแตก
争,zhēng,争论,zhēng lùn,โต้เถียง,666,他们因为一件小事又争论起来。,พวกเขาโต้เถียงกันอีกครั้งเพราะเรื่องเล็กน้อย
代,dài,代替,dài tì,ทดแทน,667,父母的爱是别人不能代替的。,ความรักของพ่อแม่ไม่มีใครมาแทนที่ได้
精,jīng,精心,jīng xīn,ตั้งใจอย่างดี,668,老师精心安排了明天的班会活动。,ครูจัดกิจกรรมประชุมชั้นเรียนของวันพรุ่งนี้อย่างตั้งใจ
团,tuán,团结,tuán jié,สามัคคี,669,我们班的同学们都很团结。,เพื่อน ๆ ในชั้นของพวกเราสามัคคีกันมาก
但,dàn,不但,bù dàn,ไม่เพียงแต่,670,太阳不但能带来光明，还能带来温暖。,ดวงอาทิตย์ไม่เพียงนำแสงสว่างมาให้ แต่ยังนำความอบอุ่นมาให้ด้วย
围,wéi,包围,bāo wéi,ล้อมไว้,671,敌人已经被我军团团包围了。,ศัตรูถูกกองทัพของเราล้อมไว้ทุกทิศทางแล้ว
吓,xià,吓人,xià rén,น่ากลัว,672,床底下跑出来一只老鼠，太吓人了！,มีหนูตัวหนึ่งวิ่งออกมาจากใต้เตียง น่ากลัวจริง ๆ
斗,dòu,争斗,zhēng dòu,ต่อสู้,673,两个小怪物因为食物争斗了起来。,สัตว์ประหลาดน้อยสองตัวต่อสู้กันเพราะอาหาร
改,gǎi,改正,gǎi zhèng,แก้ไขให้ถูกต้อง,674,知道自己错了，改正了就是好孩子。,รู้ว่าตัวเองผิดและแก้ไขได้ก็เป็นเด็กดี
齐,qí,整齐,zhěng qí,เป็นระเบียบ,675,军人立正站立时，动作真整齐。,ทหารยืนตรงได้อย่างเป็นระเบียบมาก
互,hù,互相,hù xiāng,ซึ่งกันและกัน,676,同学之间要互相学习，互相帮助。,เพื่อนร่วมชั้นควรเรียนรู้และช่วยเหลือซึ่งกันและกัน
重,zhòng,很重,hěn zhòng,หนักมาก,677,这个箱子很重，我一个人拿不动。,กล่องนี้หนักมาก ฉันยกคนเดียวไม่ไหว
丽,lì,美丽,měi lì,สวยงาม,678,小女孩长着一双美丽的大眼睛。,เด็กผู้หญิงมีดวงตากลมโตสวยงามคู่หนึ่ง
吧,ba,好吧,hǎo ba,เอาล่ะ,679,好吧，这回我们听你的。,เอาล่ะ คราวนี้เราจะฟังคุณ
接,jiē,接人,jiē rén,ไปรับคน,680,爸爸今天一大早就去机场接人了。,พ่อออกไปสนามบินตั้งแต่เช้าตรู่เพื่อไปรับคน
准,zhǔn,准备,zhǔn bèi,เตรียม,681,她早就把过冬的衣物准备好了。,เธอเตรียมเสื้อผ้าสำหรับฤดูหนาวไว้เรียบร้อยแล้ว
备,bèi,准备,zhǔn bèi,เตรียม,682,我们要为自己的将来做好准备。,เราต้องเตรียมตัวให้พร้อมสำหรับอนาคตของตนเอง
参,cān,参加,cān jiā,เข้าร่วม,683,篮球运动员们正在参加比赛。,นักกีฬาบาสเกตบอลกำลังเข้าร่วมการแข่งขัน
换,huàn,交换,jiāo huàn,แลกเปลี่ยน,684,两个小朋友交换了手里的东西。,เด็กสองคนแลกเปลี่ยนของในมือกัน
休,xiū,休息,xiū xi,พักผ่อน,685,玩儿了一上午，休息一下吧！,เล่นมาตลอดเช้า พักผ่อนสักหน่อยเถอะ
灭,miè,灭火,miè huǒ,ดับไฟ,686,小朋友也要学习一些灭火的方法。,เด็ก ๆ ก็ควรเรียนรู้วิธีดับไฟด้วย
鸣,míng,鸣叫,míng jiào,ร้อง,687,一只百灵鸟在树枝上鸣叫。,นกการเวกตัวหนึ่งร้องเพลงอยู่บนกิ่งไม้
背,bèi,后背,hòu bèi,แผ่นหลัง,688,爸爸的后背，是满满的父爱。,แผ่นหลังของพ่อเต็มไปด้วยความรักของพ่อ
按,àn,按钮,àn niǔ,ปุ่ม,689,按一下那个按钮，门就开了。,กดปุ่มนั้นหนึ่งครั้ง ประตูก็จะเปิด
拿,ná,拿东西,ná dōng xi,หยิบของ,690,小朋友拿东西时一定要小心。,เด็ก ๆ ต้องระวังเวลาหยิบจับของ
报,bào,报纸,bào zhǐ,หนังสือพิมพ์,691,火车上有人在看报纸。,บนรถไฟมีคนกำลังอ่านหนังสือพิมพ์
秀,xiù,秀丽,xiù lì,สวยงาม,692,云南是一个风景秀丽的好地方。,ยูนนานเป็นสถานที่ที่มีทิวทัศน์สวยงาม
迷,mí,迷路,mí lù,หลงทาง,693,他走着走着，发现自己迷路了。,เขาเดินไปเดินมาแล้วพบว่าตัวเองหลงทาง
量,liàng,重量,zhòng liàng,น้ำหนัก,694,体重就是一个人身体的重量。,น้ำหนักตัวคือความหนักของร่างกายคน
陆,lù,陆地,lù dì,แผ่นดิน,695,大象是目前陆地上最大的动物。,ช้างเป็นสัตว์บกที่ใหญ่ที่สุดในปัจจุบัน
升,shēng,上升,shàng shēng,สูงขึ้น,696,那只气球一直上升到了高空中。,ลูกโป่งลูกนั้นลอยสูงขึ้นไปบนท้องฟ้า
弯,wān,弯弯,wān wān,คดเคี้ยว,697,山脚下有一条弯弯的小河。,เชิงเขามีลำธารเล็ก ๆ คดเคี้ยวสายหนึ่ง
软,ruǎn,柔软,róu ruǎn,นุ่ม,698,晚上，小猫弯着柔软的身体睡觉了。,ตอนกลางคืน ลูกแมวงอตัวนุ่มนิ่มนอนหลับ
李,lǐ,李子,lǐ zi,ลูกพลัม,699,树上的李子熟了，可以吃了。,ลูกพลัมบนต้นสุกแล้ว กินได้แล้ว
艘,sōu,一艘,yì sōu,หนึ่งลำ,700,岸边停着一艘几层楼高的大船。,ริมฝั่งมีเรือลำใหญ่สูงเท่าตึกหลายชั้นจอดอยู่
睁,zhēng,睁眼,zhēng yǎn,ลืมตา,701,宝宝一睁眼，看见了一个多彩的世界,ทารกลืมตาขึ้นมาก็เห็นโลกที่เต็มไปด้วยสีสัน
相,xiāng,相当,xiāng dāng,ค่อนข้าง / มากทีเดียว,702,这个小朋友写作业时相当认真,เด็กคนนี้ตั้งใจทำการบ้านมาก
古,gǔ,古代,gǔ dài,สมัยโบราณ,703,李白是一个古代的诗人,หลี่ไป๋เป็นกวีในสมัยโบราณ
屋,wū,房屋,fáng wū,บ้านเรือน,704,大海边有一座非常古老的房屋,ริมทะเลมีบ้านเก่าแก่มากหลังหนึ่ง
攻,gōng,进攻,jìn gōng,โจมตี,705,我方球员向对方发起了进攻,นักกีฬาฝ่ายเราเปิดเกมรุกใส่ฝ่ายตรงข้าม
官,guān,官员,guān yuán,ข้าราชการ / เจ้าหน้าที่,706,屋子里一位胖胖的官员正在睡觉,ในบ้านมีขุนนางร่างอ้วนคนหนึ่งกำลังนอนหลับ
观,guān,观察,guān chá,สังเกต,707,小朋友正在仔细观察小蚂蚁,เด็ก ๆ กำลังสังเกตมดตัวเล็กอย่างตั้งใจ
首,shǒu,首领,shǒu lǐng,หัวหน้า,708,那个首领头上有两根羽毛,ผู้นำคนนั้นมีขนนกสองเส้นบนศีรษะ
史,shǐ,历史,lì shǐ,ประวัติศาสตร์,709,爷爷常常给我讲一些历史故事,คุณปู่มักเล่าเรื่องประวัติศาสตร์ให้ฉันฟัง
众,zhòng,众多,zhòng duō,จำนวนมาก,710,中国人口众多，是一个人口大国,จีนมีประชากรมาก เป็นประเทศที่มีประชากรจำนวนมาก
劳,láo,劳动,láo dòng,แรงงาน,711,他们都是热爱劳动的好孩子,พวกเขาทั้งหมดเป็นเด็กดีที่รักการทำงาน
主,zhǔ,主人,zhǔ rén,เจ้าของ,712,大王是这个王冠的主人,กษัตริย์เป็นเจ้าของมงกุฎนี้
汗,hàn,出汗,chū hàn,เหงื่อออก,713,农夫干了一会儿活就出汗了,ชาวนาเพียงทำงานได้ไม่นานก็เหงื่อออกแล้ว
庆,qìng,庆祝,qìng zhù,เฉลิมฉลอง,714,新年到了，人们在广场上庆祝节日,ปีใหม่มาถึง ผู้คนฉลองเทศกาลกันที่ลานกว้าง
墙,qiáng,墙壁,qiáng bì,กำแพง,715,墙壁上贴着很多美丽的风景画,บนผนังติดภาพทิวทัศน์สวยงามมากมาย
铜,tóng,铜环,tóng huán,ห่วงทองแดง,716,那座老房子的大门上有一个铜环,ที่ประตูบ้านเก่าหลังนั้นมีห่วงทองแดงหนึ่งอัน
诗,shī,诗人,shī rén,กวี,717,李白是中国古代非常有名的诗人,หลี่ไป๋เป็นกวีที่มีชื่อเสียงมากในสมัยโบราณของจีน
砍,kǎn,砍刀,kǎn dāo,มีดฟัน,718,他用砍刀砍下了树上的树枝,เขาใช้มีดพร้าฟันกิ่งไม้บนต้นลงมา
造,zào,建造,jiàn zào,ก่อสร้าง,719,一只小牛要在路边建造一座小房子,ลูกวัวตัวหนึ่งจะสร้างบ้านหลังเล็กอยู่ริมถนน
祝,zhù,祝福,zhù fú,อวยพร,720,生日那天，我收到了满满的祝福,ในวันเกิด ฉันได้รับคำอวยพรอย่างมากมาย
捉,zhuō,捉鱼,zhuō yú,จับปลา,721,小河里有很多鱼，小猫好想去捉鱼,ในลำธารมีปลามากมาย ลูกแมวอยากไปจับปลามาก
杨,yáng,杨树,yáng shù,ต้นหยาง,722,马路旁边有两排高大的白杨树,ข้างถนนมีต้นป็อปลาร์สูงเรียงกันสองแถว
安,ān,安全,ān quán,ความปลอดภัย,723,坐车时要系好安全带,นั่งรถต้องคาดเข็มขัดนิรภัยให้เรียบร้อย
藏,cáng,隐藏,yǐn cáng,ซ่อน,724,毛毛虫隐藏在绿色的叶片下,หนอนผีเสื้อซ่อนตัวอยู่ใต้ใบไม้สีเขียว
烧,shāo,烧烤,shāo kǎo,ปิ้งย่าง,725,小伙伴们都来参加烧烤晚会了,เพื่อน ๆ มาร่วมงานปิ้งย่างยามเย็นกันหมดแล้ว
真,zhēn,真高,zhēn gāo,สูงจริงๆ,726,前面这座新建的大楼真高啊,ตึกที่สร้างใหม่ข้างหน้าสูงจริง ๆ
匹,pǐ,一匹,yì pǐ,หนึ่งตัว,727,公主有一匹可爱的小马,เจ้าหญิงมีม้าตัวเล็กน่ารักหนึ่งตัว
散,sàn,散步,sàn bù,เดินเล่น,728,晚饭后，一家人一起去外面散步,หลังอาหารเย็น ครอบครัวออกไปเดินเล่นด้วยกัน
捕,bǔ,捕鱼,bǔ yú,จับปลา,729,过去，海边的人们常常出海捕鱼,ในอดีต ผู้คนริมทะเลมักออกเรือไปจับปลา
眨,zhǎ,眨眼,zhǎ yǎn,กะพริบตา,730,晚上，满天的小星星都在眨眼睛,ตอนกลางคืน ดวงดาวเล็ก ๆ เต็มฟ้ากระพริบตา
眠,mián,冬眠,dōng mián,จำศีล,731,黑熊和松鼠冬天的时候会冬眠,หมีดำและกระรอกจะจำศีลในฤดูหนาว
转,zhuǎn,转动,zhuǎn dòng,หมุน,732,风一吹，风车就转动起来,พอลมพัด กังหันลมก็หมุนขึ้นมา
京,jīng,北京,běi jīng,ปักกิ่ง,733,从北京到南京坐火车要四小时,นั่งรถไฟจากปักกิ่งไปหนานจิงใช้เวลาสี่ชั่วโมง
苏,sū,复苏,fù sū,ฟื้นคืนชีพ,734,春天是万物复苏的季节,ฤดูใบไม้ผลิเป็นฤดูที่สรรพสิ่งฟื้นคืนชีพ
壮,zhuàng,强壮,qiáng zhuàng,แข็งแรง,735,他不但高大，而且很强壮,เขาไม่เพียงตัวสูง แต่ยังแข็งแรงมาก
景,jǐng,风景,fēng jǐng,ทิวทัศน์,736,快看，这边的风景比那边更好,ดูเร็ว ทิวทัศน์ฝั่งนี้ดีกว่าฝั่งนั้น
望,wàng,望着,wàng zhe,มองอยู่,737,大王望着夜空，看见了一弯新月,กษัตริย์มองท้องฟ้ายามค่ำคืนและเห็นพระจันทร์เสี้ยว
张,zhāng,张开,zhāng kāi,อ้าออก,738,他吃惊地张开嘴巴说不出话来,เขาตกใจจนปากอ้าพูดไม่ออก
雁,yàn,大雁,dà yàn,ห่านป่า,739,天空中，一群大雁排成人字形飞过,บนท้องฟ้า ฝูงห่านบินเรียงเป็นรูปตัวคน
许,xǔ,许多,xǔ duō,มากมาย,740,河边有许多五颜六色的小石子,ริมแม่น้ำมีกรวดเล็กหลากสีมากมาย
诚,chéng,忠诚,zhōng chéng,ซื่อสัตย์ / จงรักภักดี,741,将军正在向国王表达自己的忠诚,แม่ทัพกำลังแสดงความจงรักภักดีต่อกษัตริย์
实,shí,实在,shí zài,จริงแท้ / จริง ๆ,742,这个电影实在太好看了,ภาพยนตร์เรื่องนี้สนุกมากจริง ๆ
堆,duī,堆放,duī fàng,กอง / วางซ้อน,743,不要把玩具和书本堆放在一起,อย่าวางของเล่นกับหนังสือกองรวมกัน
雪,xuě,下雪,xià xuě,หิมะตก,744,下雪了，外面一片白色,หิมะตกแล้ว ข้างนอกขาวโพลนไปหมด
梅,méi,梅花,méi huā,ดอกเหมย,745,我们家旁边有一棵梅花树,ข้างบ้านของเรามีต้นบ๊วยต้นหนึ่ง
兰,lán,兰花,lán huā,ดอกกล้วยไม้,746,桌子上有一盆兰花，真好看,บนโต๊ะมีดอกกล้วยไม้กระถางหนึ่ง สวยจริง ๆ
淡,dàn,咸淡,xián dàn,รสอ่อน (ไม่เค็มไม่จัด),747,这道菜的咸淡正好，太美味了,อาหารจานนี้เค็มพอดี อร่อยมาก
念,niàn,思念,sī niàn,คิดถึง,748,远离家乡的人常常会思念亲人,คนที่อยู่ห่างไกลบ้านมักคิดถึงญาติพี่น้อง
家,jiā,家乡,jiā xiāng,บ้านเกิด,749,她的家乡在一个安静的小山村里,บ้านเกิดของเธออยู่ในหมู่บ้านเล็ก ๆ ที่เงียบสงบ
初,chū,初步,chū bù,ขั้นต้น / เบื้องต้น,750,对这件事情你有什么初步的想法,เกี่ยวกับเรื่องนี้คุณมีความคิดเบื้องต้นอย่างไร
村,cūn,村口,cūn kǒu,หน้าหมู่บ้าน,751,村口那棵大树比爷爷年岁还大,ต้นไม้ใหญ่ตรงปากหมู่บ้านมีอายุมากกว่าคุณปู่
稻,dào,稻田,dào tián,นาข้าว,752,到了丰收的季节，稻田里一片金黄,เมื่อถึงฤดูเก็บเกี่ยว นาข้าวจะเหลืองทองไปทั่ว
秧,yāng,秧苗,yāng miáo,ต้นกล้าข้าว,753,春天，农民在田里种满了秧苗,ฤดูใบไม้ผลิ ชาวนาปลูกต้นกล้าเต็มทุ่งนา
牧,mù,放牧,fàng mù,ปล่อยเลี้ยงสัตว์,754,美丽的大草原是放牧的好地方,ทุ่งหญ้ากว้างใหญ่สวยงามเหมาะแก่การเลี้ยงสัตว์
喜,xǐ,欢喜,huān xǐ,ความดีใจ,755,听到老师的赞扬，他满心欢喜,เมื่อได้ยินคำชมจากครู เขาดีใจเต็มหัวใจ
贴,tiē,贴画,tiē huà,ภาพแปะ,756,手工课上，小朋友做了一个贴画,ในชั่วโมงงานฝีมือ เด็ก ๆ ทำภาพปะหนึ่งชิ้น
梢,shāo,树梢,shù shāo,ปลายกิ่งไม้,757,早上，小鸟在树梢欢快地歌唱,ตอนเช้า นกร้องเพลงอย่างร่าเริงบนยอดไม้
岁,suì,年岁,nián suì,อายุ,758,奶奶年岁大了，走路也慢了,คุณย่าอายุมากแล้ว เดินก็ช้าลง
野,yě,野花,yě huā,ดอกไม้ป่า,759,乡间的小路上开满了各色的野花,ถนนเล็ก ๆ ในชนบทเต็มไปด้วยดอกไม้ป่าหลากสี
压,yā,压力,yā lì,ความกดดัน,760,爸爸妈妈从来不给我太多压力,พ่อแม่ไม่เคยกดดันฉันมากเกินไป
扑,pū,扑上去,pū shàng qù,กระโจนเข้าไป,761,小兔子看见萝卜一下子就扑上去了,กระต่ายน้อยเห็นแครอทก็พุ่งเข้าใส่ทันที
啦,lā,啦啦队,lā lā duì,ทีมเชียร์,762,啦啦队队员手拉手唱着歌,สมาชิกเชียร์ลีดเดอร์จับมือกันร้องเพลง
格,gé,格子,gé zi,ลายตาราง,763,那件红白格子的大衣真好看,เสื้อโค้ตลายตารางสีแดงขาวตัวนั้นสวยจริง ๆ
拔,bá,拔萝卜,bá luó bo,ถอนหัวไชเท้า,764,今天老师要带大家去菜园里拔萝卜,วันนี้ครูจะพาทุกคนไปถอนหัวไชเท้าที่แปลงผัก
练,liàn,练习,liàn xí,ฝึกฝน,765,一个小女孩正在练习骑自行车,เด็กผู้หญิงคนหนึ่งกำลังฝึกขี่จักรยาน
选,xuǎn,选手,xuǎn shǒu,ผู้เข้าแข่งขัน,766,这名长跑选手在比赛中得了第一名,นักวิ่งระยะยาวคนนี้ได้ที่หนึ่งในการแข่งขัน
骄,jiāo,骄傲,jiāo ào,ความหยิ่งผยอง,767,我们不能因为得了第一名就骄傲,เราไม่ควรหยิ่งผยองเพียงเพราะได้ที่หนึ่ง
傲,ào,骄傲,jiāo ào,ความหยิ่งผยอง,768,虚心使人进步，骄傲使人落后,ความถ่อมตนทำให้คนก้าวหน้า ความหยิ่งยโสทำให้คนถดถอย
共,gòng,共同,gòng tóng,ร่วมกัน,769,大自然是我们每个人共同的家,ธรรมชาติคือบ้านร่วมกันของพวกเราทุกคน
第,dì,第一,dì yī,อันดับหนึ่ง,770,弟弟得了第一名，开心地笑了,น้องชายได้ที่หนึ่งและยิ้มอย่างมีความสุข
仔,zǐ,仔细,zǐ xì,ละเอียด รอบคอบ,771,这个医生给病人看病时很仔细,หมอคนนี้ตรวจรักษาคนไข้ได้อย่างละเอียดมาก
细,xì,粗细,cū xì,ความหยาบ–ความละเอียด,772,这两支毛笔长短一样，粗细不同,พู่กันสองด้ามนี้ยาวเท่ากัน แต่ความหนาไม่เท่ากัน
夸,kuā,夸奖,kuā jiǎng,ชมเชย,773,听到老师的夸奖，我心里甜甜的,เมื่อได้ยินคำชมจากครู ใจฉันก็หวานชื่น
掉,diào,拿掉,ná diào,หยิบออก เอาออก,774,我帮爸爸拿掉了落在他头上的树叶,ฉันช่วยพ่อเอาใบไม้ที่ตกบนศีรษะออก
毛,máo,毛笔,máo bǐ,พู่กันจีน,775,这支毛笔的笔头是用山羊毛做的,ปลายพู่กันด้ามนี้ทำจากขนแพะ
旁,páng,旁边,páng biān,ข้างๆ,776,方桌旁边立着一把椅子,ข้างโต๊ะสี่เหลี่ยมมีเก้าอี้ตัวหนึ่งตั้งอยู่
束,shù,花束,huā shù,ช่อดอกไม้,777,小女孩用彩纸把花束包了起来,เด็กผู้หญิงใช้กระดาษสีห่อช่อดอกไม้
脱,tuō,脱衣服,tuō yī fú,ถอดเสื้อผ้า,778,小宝宝学会自己脱衣服了,เด็กน้อยเรียนรู้ที่จะถอดเสื้อผ้าเองได้แล้ว
及,jí,及时,jí shí,ทันเวลา,779,工作人员及时赶到了事故现场,เจ้าหน้าที่รีบไปถึงที่เกิดเหตุได้ทันเวลา
功,gōng,成功,chéng gōng,ความสำเร็จ,780,机遇有时是事业成功的重要条件,โอกาสบางครั้งเป็นเงื่อนไขสำคัญของความสำเร็จในอาชีพ
舰,jiàn,军舰,jūn jiàn,เรือรบ,781,军舰正迎着大海的风浪前进,เรือรบกำลังฝ่าคลื่นลมทะเลไปข้างหน้า
招,zhāo,招待,zhāo dài,ต้อนรับ,782,客人来到家里，我们要好好招待,เมื่อแขกมาบ้าน เราควรต้อนรับอย่างดี
岸,àn,岸边,àn biān,ริมฝั่ง,783,河岸边是一片绿绿的草地,ริมฝั่งแม่น้ำเป็นทุ่งหญ้าเขียวขจี
冻,dòng,冷冻,lěng dòng,แช่แข็ง,784,没吃完的肉一定要冷冻起来,เนื้อที่กินไม่หมดต้องแช่แข็งไว้
沉,chén,沉船,chén chuán,เรือจม,785,那艘沉船过了好几天才被发现,เรือที่จมลำนั้นถูกพบหลังจากผ่านไปหลายวัน
倒,dǎo,倒下,dǎo xià,ล้มลง,786,爸爸忙了一天，倒下头就睡了,พ่อทำงานมาทั้งวัน พอเอนหัวก็หลับทันที
候,hòu,等候,děng hòu,รอคอย,787,小猫在家里静静地等候着主人,ลูกแมวนั่งรอเจ้าของอย่างเงียบ ๆ อยู่ในบ้าน
且,qiě,而且,ér qiě,และยัง,788,他喜欢画画，而且画得很好,เขาชอบวาดรูป และวาดได้ดีมาก
另,lìng,另一个,lìng yí gè,อีกอันหนึ่ง,789,我用这个手机，你用另一个吧,ฉันใช้โทรศัพท์เครื่องนี้ คุณใช้อีกเครื่องหนึ่งเถอะ
捡,jiǎn,捡起,jiǎn qǐ,หยิบขึ้น,790,她在海边捡起了一个美丽的贝壳,เธอเก็บเปลือกหอยสวยงามจากชายหาดขึ้นมา
即,jí,立即,lì jí,ทันที,791,将军一下令，士兵们立即发起了进攻,ทันทีที่แม่ทัพออกคำสั่ง ทหารก็เปิดการโจมตีทันที
静,jìng,安静,ān jìng,เงียบสงบ,792,安静的夜晚，月光静静地洒在大地上,ค่ำคืนอันเงียบสงบ แสงจันทร์สาดส่องลงบนผืนดินอย่างนุ่มนวล
题,tí,问题,wèn tí,ปัญหา,793,小孩子总是爱问大人一连串问题,เด็ก ๆ มักชอบถามผู้ใหญ่เป็นชุดไม่หยุด
法,fǎ,办法,bàn fǎ,วิธีการ,794,用心想想，就一定会有好办法,คิดให้รอบคอบ ก็ต้องมีวิธีที่ดีแน่นอน
所,suǒ,诊所,zhěn suǒ,คลินิก,795,这家诊所的医生医术非常高明,แพทย์ของคลินิกนี้มีฝีมือการรักษาสูงมาก
难,nán,困难,kùn nán,ความยากลำบาก,796,为了梦想，再大的困难我也不怕,เพื่อความฝัน ต่อให้ยากลำบากแค่ไหนฉันก็ไม่กลัว
深,shēn,深色,shēn sè,สีเข้ม,797,冬天，人们常常穿深色的衣服,ฤดูหนาว ผู้คนมักสวมเสื้อผ้าสีเข้ม
些,xiē,一些,yì xiē,บางส่วน,798,那儿有一些人，不知道在做什么,ตรงนั้นมีคนอยู่กลุ่มหนึ่ง ไม่รู้ว่ากำลังทำอะไร
淋,lín,淋雨,lín yǔ,เปียกฝน,799,雨下得这么大，不要在外面淋雨,ฝนตกหนักขนาดนี้ อย่าออกไปตากฝนข้างนอก
积,jī,积木,jī mù,บล็อกไม้,800,家里有很多积木，不用再买了,ที่บ้านมีบล็อกตัวต่อมากมาย ไม่ต้องซื้อเพิ่มแล้ว
