id1,cn,pinyin,vocabulary,pinyin_vocab,th,sentence_test,pinyin_sentence,translate
510,能,néng,能够,néng gòu,สามารถ,飞船能够飞到月亮上去,fēi chuán néng gòu fēi dào yuè liàng shàng qù,ยานอวกาศสามารถบินไปถึงดวงจันทร์ได้
511,送,sòng,送给,sòng gěi,ให้,我送给好朋友一个生日礼物,wǒ sòng gěi hǎo péng yǒu yí gè shēng rì lǐ wù,ฉันมอบของขวัญวันเกิดให้เพื่อนสนิท
512,过,guò,过马路,guò mǎ lù,ข้ามถนน,过马路时一定要注意安全,guò mǎ lù shí yí dìng yào zhù yì ān quán,ข้ามถนนต้องระมัดระวังความปลอดภัยเสมอ
513,节,jié,节日,jié rì,วันเทศกาล,六一儿童节是孩子们的节日,liù yī ér tóng jié shì hái zi men de jié rì,วันเด็กเป็นวันของเด็ก ๆ
514,铃,líng,铃声,líng shēng,เสียงกระดิ่ง,下课铃声一响，他就冲出了教室,"xià kè líng shēng yī xiǎng, tā jiù chōng chū le jiào shì",ทันทีที่เสียงกริ่งเลิกเรียนดัง เขาก็วิ่งออกจากห้องเรียน
515,纸,zhǐ,纸巾,zhǐ jīn,กระดาษทิชชู่,家里的纸巾用完了，该买了,"jiā lǐ de zhǐ jīn yòng wán le, gāi mǎi le",กระดาษทิชชู่ที่บ้านใช้หมดแล้ว ควรไปซื้อใหม่
516,烟,yān,烟火,yān huǒ,ดอกไม้ไฟ,小女孩望着窗外的烟火非常开心,xiǎo nǚ hái wàng zhe chuāng wài de yān huǒ fēi cháng kāi xīn,เด็กผู้หญิงมองดอกไม้ไฟนอกหน้าต่างอย่างมีความสุขมาก
517,礼,lǐ,行礼,xíng lǐ,คำนับ,古代的小孩见了大人要行礼,gǔ dài de xiǎo hái jiàn le dà rén yào xíng lǐ,เด็กในสมัยโบราณเมื่อพบผู้ใหญ่ต้องคำนับ
518,蛋,dàn,鸡蛋,jī dàn,ไข่,小鸡宝宝是从鸡蛋中出来的,xiǎo jī bǎo bǎo shì cóng jī dàn zhōng chū lái de,ลูกเจี๊ยบฟักออกมาจากไข่
519,娃,wá,娃娃,wá wa,ตุ๊กตา,我有一个泥娃娃，她从来不说话,"wǒ yǒu yí gè ní wá wá, tā cóng lái bù shuō huà",ฉันมีตุ๊กตาดินตัวหนึ่ง เธอไม่เคยพูดเลย
520,糕,gāo,蛋糕,dàn gāo,เค้ก,蛋糕真好看，我都舍不得吃了,"dàn gāo zhēn hǎo kàn, wǒ dōu shě bù dé chī le",เค้กสวยมากจนฉันไม่กล้ากิน
521,滴,dī,水滴,shuǐ dī,หยดน้ำ,每个人都像大海中的一颗水滴,měi gè rén dōu xiàng dà hǎi zhōng de yī kē shuǐ dī,ทุกคนก็เหมือนหยดน้ำหนึ่งหยดในทะเล
522,泉,quán,泉水,quán shuǐ,น้ำพุ,山上的洞口有泉水流了出来,shān shàng de dòng kǒu yǒu quán shuǐ liú le chū lái,ปากถ้ำบนภูเขามีน้ำพุไหลออกมา
523,溪,xī,小溪,xiǎo xī,ลำธารเล็ก,一条小溪从我家门前静静地流过,yī tiáo xiǎo xī cóng wǒ jiā mén qián jìng jìng dì liú guò,ลำธารสายหนึ่งไหลผ่านหน้าบ้านฉันอย่างเงียบสงบ
524,洼,wā,水洼,shuǐ wā,แอ่งน้ำ,大雨过后，地上积了很多小水洼,"dà yǔ guò hòu, dì shàng jī le hěn duō xiǎo shuǐ wā",หลังฝนตกหนัก พื้นดินมีแอ่งน้ำเล็ก ๆ มากมาย
525,江,jiāng,长江,cháng jiāng,แม่น้ำแยงซี,长江是中国第一长河,cháng jiāng shì zhōng guó dì yī cháng hé,แม่น้ำแยงซีเป็นแม่น้ำที่ยาวที่สุดของจีน
526,河,hé,河水,hé shuǐ,น้ำในแม่น้ำ,河水从上游一直往下流,hé shuǐ cóng shàng yóu yì zhí wǎng xià liú,น้ำในแม่น้ำไหลจากต้นน้ำลงสู่ปลายน้ำ
527,湖,hú,湖水,hú shuǐ,น้ำในทะเลสาบ,湖水中能看到一轮弯弯的月亮,hú shuǐ zhōng néng kàn dào yī lún wān wān de yuè liàng,ในน้ำของทะเลสาบสามารถมองเห็นพระจันทร์เสี้ยว
528,清,qīng,清水,qīng shuǐ,น้ำใส,把小金鱼放在清水里吧,bǎ xiǎo jīn yú fàng zài qīng shuǐ lǐ ba,เอาปลาทองตัวเล็กใส่ลงในน้ำสะอาดเถอะ
529,神,shén,神仙,shén xiān,เทพ,一位老神仙正在准备施展法术,yī wèi lǎo shén xiān zhèng zài zhǔn bèi shī zhǎn fǎ shù,เซียนชราคนหนึ่งกำลังเตรียมแสดงเวทมนตร์
530,奇,qí,奇怪,qí guài,แปลกประหลาด,这只老虎没有尾巴，真奇怪,"zhè zhǐ lǎo hǔ méi yǒu wěi ba, zhēn qí guài",เสือตัวนี้ไม่มีหาง แปลกจริง ๆ
531,求,qiú,求救,qiú jiù,ขอความช่วยเหลือ,遇到坏人时要向周围的人求救,yù dào huài rén shí yào xiàng zhōu wéi de rén qiú jiù,เมื่อเจอคนร้ายต้องขอความช่วยเหลือจากคนรอบข้าง
532,棵,kē,一棵,yī kē,หนึ่งต้น,前面有两棵树，其中一棵是果树,"qián miàn yǒu liǎng kē shù, qí zhōng yī kē shì guǒ shù",ข้างหน้ามีต้นไม้สองต้น หนึ่งในนั้นเป็นต้นไม้ผล
533,根,gēn,树根,shù gēn,รากไม้,一棵大树有树根、树干、树枝和树叶,"yī kē dà shù yǒu shù gēn, shù gàn, shù zhī hé shù yè",ต้นไม้ใหญ่ต้นหนึ่งมีราก ลำต้น กิ่ง และใบ
534,树,shù,树枝,shù zhī,กิ่งไม้,秋天，树上的果子把树枝压弯了,"qiū tiān, shù shàng de guǒ zi bǎ shù zhī yā wān le",ฤดูใบไม้ร่วง ผลไม้บนต้นทำให้กิ่งโค้งงอ
535,枯,kū,干枯,gān kū,แห้งเหี่ยว,一棵千年古树干枯了，真可惜,"yī kē qiān nián gǔ shù gàn kū le, zhēn kě xī",ต้นไม้โบราณอายุพันปีต้นหนึ่งแห้งตาย น่าเสียดายจริง ๆ
536,羊,yáng,羊皮,yáng pí,หนังแกะ,一只狼穿了一件羊皮大衣,yī zhī láng chuān le yī jiàn yáng pí dà yī,หมาป่าตัวหนึ่งสวมเสื้อขนแกะ
537,啄,zhuó,啄木鸟,zhuó mù niǎo,นกหัวขวาน,一只啄木鸟正在给大树捉虫子,yī zhī zhuó mù niǎo zhèng zài gěi dà shù zhuō chóng zi,นกหัวขวานตัวหนึ่งกำลังจับแมลงให้ต้นไม้ใหญ่
538,乌,wū,乌鸦,wū yā,อีกา,一群乌鸦成群结队地飞过树林,yī qún wū yā chéng qún jié duì dì fēi guò shù lín,ฝูงอีกาบินเป็นกลุ่มผ่านป่า
539,松,sōng,松树,sōng shù,ต้นสน,松树一年四季都是绿色的,sōng shù yī nián sì jì dōu shì lǜ sè de,ต้นสนเขียวตลอดทั้งสี่ฤดู
540,生,shēng,生活,shēng huó,ชีวิต,人们都向往着美好的生活,rén men dōu xiàng wǎng zhe měi hǎo de shēng huó,ผู้คนต่างใฝ่ฝันถึงชีวิตที่ดีงาม
541,历,lì,日历,rì lì,ปฏิทิน,他把这个月重要的事记在了日历上,tā bǎ zhè ge yuè zhòng yào de shì jì zài le rì lì shàng,เขาจดเรื่องสำคัญของเดือนนี้ไว้ในปฏิทิน
542,期,qī,日期,rì qī,วันที่,大家一定要记好活动的日期和时间,dà jiā yí dìng yào jì hǎo huó dòng de rì qī hé shí jiān,ทุกคนต้องจำวันและเวลาของกิจกรรมให้ดี
543,昨,zuó,昨天,zuó tiān,เมื่อวาน,昨天的天气热得人哪儿也不想去,zuó tiān de tiān qì rè dé rén nǎ ér yě bù xiǎng qù,เมื่อวานอากาศร้อนมากจนไม่อยากไปไหนเลย
544,新,xīn,新年,xīn nián,ปีใหม่,新年到，穿新衣，小朋友们哈哈笑,"xīn nián dào, chuān xīn yī, xiǎo péng yǒu men hā hā xiào",ปีใหม่มาถึง ใส่เสื้อผ้าใหม่ เด็ก ๆ หัวเราะอย่างมีความสุข
545,过,guò,过年,guò nián,ฉลองปีใหม่,过年了，我和家人吃了很多好吃的,"guò nián le, wǒ hé jiā rén chī le hěn duō hǎo chī de",ถึงเทศกาลปีใหม่ ฉันและครอบครัวกินของอร่อยมากมาย
546,表,biǎo,手表,shǒu biǎo,นาฬิกาข้อมือ,她捡到一块手表，把它还给了主人,"tā jiǎn dào yī kuài shǒu biǎo, bǎ tā huán gěi le zhǔ rén",เธอเก็บได้นาฬิกาเรือนหนึ่งแล้วนำไปคืนเจ้าของ
547,时,shí,时间,shí jiān,เวลา,时间一天天过得真快,shí jiān yī tiān tiān guò dé zhēn kuài,เวลาผ่านไปเร็วจริง ๆ
548,数,shù,数一数,shǔ yī shǔ,นับดู,数一数，五星红旗上有几颗星星,"shù yī shù, wǔ xīng hóng qí shàng yǒu jǐ kē xīng xīng",ลองนับดูสิ บนธงชาติแดงมีดาวกี่ดวง
549,写,xiě,写字,xiě zì,เขียนตัวอักษร,孩子在屋里认真地学习写字呢,hái zi zài wū lǐ rèn zhēn dì xué xí xiě zì ne,เด็กกำลังตั้งใจฝึกเขียนหนังสืออยู่ในห้อง
550,久,jiǔ,久远,jiǔ yuǎn,ยาวนาน,这个房子年代久远，有些破旧了,"zhè ge fáng zi nián dài jiǔ yuǎn, yǒu xiē pò jiù le",บ้านหลังนี้เก่าแก่มาก ดูทรุดโทรมไปบ้าง
551,响,xiǎng,音响,yīn xiǎng,เครื่องเสียง,那家电影院的音响真不错,nà jiā diàn yǐng yuàn de yīn xiǎng zhēn bù cuò,โรงภาพยนตร์แห่งนั้นระบบเสียงดีจริง ๆ
552,听,tīng,听见,tīng jiàn,ได้ยิน,我听见树上有小鸟的叫声,wǒ tīng jiàn shù shàng yǒu xiǎo niǎo de jiào shēng,ฉันได้ยินเสียงนกร้องบนต้นไม้
553,叫,jiào,叫声,jiào shēng,เสียงร้อง,树林里经常能听到小鸟的叫声,shù lín lǐ jīng cháng néng tīng dào xiǎo niǎo de jiào shēng,ในป่ามักจะได้ยินเสียงนกร้องเสมอ
554,吸,xī,吸气,xī qì,สูดลมหายใจ,在困难面前要乐观，不要总吸气,"zài kùn nán miàn qián yào lè guān, bú yào zǒng xī qì",เมื่อเผชิญกับความยากลำบากต้องมองโลกในแง่ดี อย่าท้อแท้
555,喊,hǎn,叫喊,jiào hǎn,ตะโกน,我们在公共场合不要大声叫喊,wǒ men zài gōng gòng chǎng hé bú yào dà shēng jiào hǎn,ในที่สาธารณะไม่ควรตะโกนเสียงดัง
556,欠,qiàn,哈欠,hā qiàn,หาว,他困了，打了一个大大的哈欠,"tā kùn le, dǎ le yí gè dà dà de hā qiàn",เขาง่วงแล้ว หาวออกมาครั้งใหญ่
557,吸,xī,吸管,xī guǎn,หลอดดูด,这个瓶口太小了，用吸管喝容易些,"zhè ge píng kǒu tài xiǎo le, yòng xī guǎn hē róng yì xiē",ปากขวดนี้เล็กเกินไป ใช้หลอดดูดจะดื่มง่ายกว่า
558,呼,hū,呼唤,hū huàn,เรียก,他在山谷里大声呼唤着同伴的名字,tā zài shān gǔ lǐ dà shēng hū huàn zhe tóng bàn de míng zì,เขาตะโกนเรียกชื่อเพื่อนร่วมทางในหุบเขาเสียงดัง
559,说,shuō,说话,shuō huà,พูด,宝宝一岁了，还不会说话,"bǎo bǎo yī suì le, hái bú huì shuō huà",เด็กน้อยอายุหนึ่งขวบแล้วยังพูดไม่ได้
560,话,huà,说话,shuō huà,พูด,在公共场合不要大声说话,zài gōng gòng chǎng hé bú yào dà shēng shuō huà,ในที่สาธารณะไม่ควรพูดเสียงดัง
561,坡,pō,土坡,tǔ pō,เนินดิน,一只大灰狼正趴在土坡上等着小羊,yī zhī dà huī láng zhèng pā zài tǔ pō shàng děng zhe xiǎo yáng,หมาป่าสีเทาตัวใหญ่กำลังหมอบรอแกะอยู่บนเนินดิน
562,注,zhù,注意,zhù yì,ระวัง,用完水要注意及时关闭水龙头,yòng wán shuǐ yào zhù yì jí shí guān bì shuǐ lóng tóu,ใช้เสร็จแล้วอย่าลืมปิดก๊อกน้ำให้สนิท
563,意,yì,意思,yì si,ความหมาย,我不太明白这句话的意思,wǒ bù tài míng bái zhè jù huà de yì si,ฉันยังไม่ค่อยเข้าใจความหมายของประโยคนี้
564,走,zǒu,走路,zǒu lù,เดิน,公园很近，可以走路去,"gōng yuán hěn jìn, kě yǐ zǒu lù qù",สวนสาธารณะอยู่ใกล้ สามารถเดินไปได้
565,停,tíng,停车,tíng chē,จอดรถ,车位满了，换个地方停车吧,"chē wèi mǎn le, huàn gè dì fāng tíng chē ba",ที่จอดรถเต็มแล้ว ไปจอดที่อื่นเถอะ
566,辆,liàng,车辆,chē liàng,ยานพาหนะ,这条路上很少有车辆来往,zhè tiáo lù shàng hěn shǎo yǒu chē liàng lái wǎng,ถนนสายนี้แทบไม่มีรถผ่านไปมา
567,道,dào,道路,dào lù,ถนน,人生的道路上会遇见很多困难,rén shēng de dào lù shàng huì yù jiàn hěn duō kùn nán,บนเส้นทางชีวิตจะต้องพบกับอุปสรรคมากมาย
568,直,zhí,笔直,bǐ zhí,ตรง,一座大楼笔直地立在城市中心,yī zuò dà lóu bǐ zhí dì lì zài chéng shì zhōng xīn,ตึกสูงหลังหนึ่งตั้งตระหง่านอยู่กลางเมือง
569,定,dìng,定住,dìng zhù,ตรึงไว้,这个木头人定住了，不能动了,"zhè ge mù tou rén dìng zhù le, bù néng dòng le",หุ่นไม้ตัวนี้หยุดนิ่ง ขยับไม่ได้แล้ว
570,幸,xìng,幸运,xìng yùn,โชคดี,希望幸运之神光顾世界上每一个人,xī wàng xìng yùn zhī shén guāng gù shì jiè shàng měi yí gè rén,หวังว่าเทพเจ้าแห่งโชคดีจะมาเยือนทุกคนบนโลก
571,影,yǐng,影子,yǐng zi,เงา,影子的长短随着太阳的位置而变化,yǐng zi de cháng duǎn suí zhe tài yáng de wèi zhì ér biàn huà,ความยาวของเงาเปลี่ยนไปตามตำแหน่งของดวงอาทิตย์
572,样,yàng,样子,yàng zi,ลักษณะ,这个木头玩具是一只小羊的样子,zhè ge mù tou wán jù shì yī zhī xiǎo yáng de yàng zi,ของเล่นไม้ชิ้นนี้มีรูปร่างเป็นลูกแกะตัวเล็ก
573,边,biān,外边,wài biān,ด้านนอก,今天天气很好，去外边玩吧,"jīn tiān tiān qì hěn hǎo, qù wài biān wán ba",วันนี้อากาศดีมาก ออกไปเล่นข้างนอกกันเถอะ
574,外,wài,门外,mén wài,นอกประตู,小白兔把大灰狼关在了门外,xiǎo bái tù bǎ dà huī láng guān zài le mén wài,กระต่ายขาวขังหมาป่าสีเทาไว้ข้างนอกประตู
575,远,yuǎn,远方,yuǎn fāng,ที่ไกล,有一天，我要去远方看看,"yǒu yī tiān, wǒ yào qù yuǎn fāng kàn kàn",สักวันหนึ่งฉันจะไปดูโลกกว้างไกล
576,走,zǒu,走近,zǒu jìn,เดินเข้าใกล้,有人走近时，小鸟就飞走了,"yǒu rén zǒu jìn shí, xiǎo niǎo jiù fēi zǒu le",เมื่อมีคนเข้าใกล้ นกก็จะบินหนีไป
577,左,zuǒ,左手,zuǒ shǒu,มือซ้าย,用左手吃饭的人不太多,yòng zuǒ shǒu chī fàn de rén bù tài duō,คนที่ใช้มือซ้ายกินข้าวมีไม่มาก
578,右,yòu,右手,yòu shǒu,มือขวา,左手和右手，两个好朋友,"zuǒ shǒu hé yòu shǒu, liǎng gè hǎo péng yǒu",มือซ้ายและมือขวาเป็นเพื่อนที่ดีต่อกัน
579,前,qián,前面,qián miàn,ด้านหน้า,爷爷家前面有一棵果树,yé yé jiā qián miàn yǒu yī kē guǒ shù,หน้าบ้านคุณปู่มีต้นไม้ผลต้นหนึ่ง
580,后,hòu,后面,hòu miàn,ด้านหลัง,一只小猫在门后面吃东西,yī zhī xiǎo māo zài mén hòu miàn chī dōng xī,ลูกแมวตัวหนึ่งกำลังกินอาหารอยู่หลังประตู
581,蜘,zhī,蜘蛛,zhī zhū,แมงมุม,一只蜘蛛在树上织了一张很大的网,yī zhī zhī zhū zài shù shàng zhī le yī zhāng hěn dà de wǎng,แมงมุมตัวหนึ่งชักใยขนาดใหญ่บนต้นไม้
582,蛛,zhū,蜘蛛,zhī zhū,แมงมุม,蜘蛛白天在蜘蛛网上睡觉,zhī zhū bái tiān zài zhī zhū wǎng shàng shuì jiào,แมงมุมนอนหลับอยู่บนใยในเวลากลางวัน
583,蚊,wén,蚊子,wén zi,ยุง,窗户没关好，屋里进了很多蚊子,"chuāng hù méi guān hǎo, wū lǐ jìn le hěn duō wén zi",หน้าต่างปิดไม่สนิท ยุงเข้ามาในบ้านมากมาย
584,山,shān,山洞,shān dòng,ถ้ำ,那儿有一个很大的山洞,nà ér yǒu yí gè hěn dà de shān dòng,ที่นั่นมีถ้ำขนาดใหญ่มากแห่งหนึ่ง
585,丝,sī,丝线,sī xiàn,เส้นไหม,纺车上挂着又细又长的丝线,fǎng chē shàng guà zhe yòu xì yòu cháng de sī xiàn,บนหลอดปั่นด้ายแขวนเส้นไหมที่บางและยาว
586,蚂,mǎ,蚂蚁,mǎ yǐ,มด,小蚂蚁们正忙着运送过冬的食物,xiǎo mǎ yǐ men zhèng máng zhe yùn sòng guò dōng de shí wù,มดตัวเล็ก ๆ กำลังขนอาหารเตรียมไว้สำหรับฤดูหนาว
587,蚁,yǐ,蚂蚁,mǎ yǐ,มด,小蚂蚁能举起比自己还重的东西,xiǎo mǎ yǐ néng jǔ qǐ bǐ zì jǐ hái zhòng de dōng xī,มดตัวเล็กสามารถยกของที่หนักกว่าตัวเองได้
588,蛇,shé,小蛇,xiǎo shé,งูตัวเล็ก,小蛇一口吃掉了洞口的小虫子,xiǎo shé yī kǒu chī diào le dòng kǒu de xiǎo chóng zi,งูตัวเล็กกลืนแมลงตรงปากถ้ำในคำเดียว
589,壁,bì,壁虎,bì hǔ,จิ้งจก,看！墙壁上趴着一只小壁虎,kàn qiáng bì shàng pā zhe yī zhī xiǎo bì hǔ,ดูสิ มีจิ้งจกตัวเล็กเกาะอยู่บนผนัง
590,怪,guài,怪物,guài wù,สัตว์ประหลาด,这是从哪里来的小怪物,zhè shì cóng nǎ lǐ lái de xiǎo guài wù,สัตว์ประหลาดตัวเล็กนี้มาจากไหนกัน
591,队,duì,站队,zhàn duì,เข้าแถว,站队时大个子一般站在后面,zhàn duì shí dà gè zi yì bān zhàn zài hòu miàn,เวลาเข้าแถว คนตัวสูงมักจะยืนอยู่ข้างหลัง
592,进,jìn,进去,jìn qù,เข้าไป,前面有口水井，小心不要掉进去,"qián miàn yǒu kǒu shuǐ jǐng, xiǎo xīn bú yào diào jìn qù",ข้างหน้ามีบ่อน้ำ ระวังอย่าตกลงไป
593,铁,tiě,钢铁,gāng tiě,เหล็กกล้า,他们是从战斗中冲杀出的钢铁战士,tā men shì cóng zhàn dòu zhōng chōng shā chū de gāng tiě zhàn shì,พวกเขาเป็นนักรบเหล็กกล้าที่ฝ่าฟันออกมาจากสนามรบ
594,站,zhàn,车站,chē zhàn,สถานี,很多人在公交车站旁边排队等车,hěn duō rén zài gōng jiāo chē zhàn páng biān pái duì děng chē,มีคนจำนวนมากเข้าแถวรอรถอยู่ข้างป้ายรถเมล์
595,入,rù,进入,jìn rù,เข้าไป,她躺在床上，很快就进入了梦乡,"tā tǎng zài chuáng shàng, hěn kuài jiù jìn rù le mèng xiāng",เธอนอนอยู่บนเตียงและหลับไปอย่างรวดเร็ว
596,票,piào,门票,mén piào,ตั๋วเข้า,去公园玩要先买门票,qù gōng yuán wán yào xiān mǎi mén piào,ไปเที่ยวสวนสาธารณะต้องซื้อตั๋วก่อน
597,扶,fú,扶手,fú shǒu,ที่จับ,墙边有一个沙发和几把扶手椅,qiáng biān yǒu yí gè shā fā hé jǐ bǎ fú shǒu yǐ,ข้างกำแพงมีโซฟาหนึ่งตัวและเก้าอี้มีที่วางแขนหลายตัว
598,乘,chéng,乘凉,chéng liáng,นั่งรับลม,两个小朋友坐在大树底下乘凉,liǎng gè xiǎo péng yǒu zuò zài dà shù dǐ xià chéng liáng,เด็กสองคนนั่งพักผ่อนใต้ต้นไม้ใหญ่
599,座,zuò,宝座,bǎo zuò,บัลลังก์,国王坐在自己的宝座上,guó wáng zuò zài zì jǐ de bǎo zuò shàng,กษัตริย์ประทับนั่งบนบัลลังก์ของตน
600,位,wèi,座位,zuò wèi,ที่นั่ง,同学们都在自己的座位上坐好了,tóng xué men dōu zài zì jǐ de zuò wèi shàng zuò hǎo le,นักเรียนทุกคนนั่งประจำที่ของตนเรียบร้อยแล้ว
601,城,chéng,城市,chéng shì,เมือง,北京是一座美丽的城市。,běi jīng shì yī zuò měi lì de chéng shì,ปักกิ่งเป็นเมืองที่สวยงาม
602,向,xiàng,方向,fāng xiàng,ทิศทาง,看！那里是太阳升起的方向。,kàn nà lǐ shì tài yáng shēng qǐ de fāng xiàng,ดูสิ นั่นคือทิศทางที่ดวงอาทิตย์ขึ้น
603,南,nán,南边,nán biān,ด้านทิศใต้,公园南边有一个大广场。,gōng yuán nán biān yǒu yí gè dà guǎng chǎng,ทางทิศใต้ของสวนสาธารณะมีลานกว้างขนาดใหญ่แห่งหนึ่ง
604,北,běi,北极,běi jí,ขั้วโลกเหนือ,我在极地海洋世界认识了北极熊。,wǒ zài jí dì hǎi yáng shì jiè rèn shí le běi jí xióng,ฉันได้รู้จักหมีขั้วโลกที่โลกมหาสมุทรขั้วโลก
605,以,yǐ,可以,kě yǐ,สามารถ,夏天可以穿很凉快的衣服。,xià tiān kě yǐ chuān hěn liáng kuài de yī fú,ฤดูร้อนสามารถสวมเสื้อผ้าที่บางสบายได้
606,图,tú,图画,tú huà,ภาพวาด,大雪后的冬天美得像图画一样。,dà xuě hòu de dōng tiān měi dé xiàng tú huà yī yàng,ฤดูหนาวหลังหิมะตกหนักสวยงามราวกับภาพวาด
607,东,dōng,东边,dōng biān,ด้านทิศตะวันออก,早上，太阳从东边升起。,"zǎo shàng, tài yáng cóng dōng biān shēng qǐ",ตอนเช้า ดวงอาทิตย์ขึ้นจากทางทิศตะวันออก
608,西,xī,西边,xī biān,ด้านทิศตะวันตก,下午，太阳在我们的西边。,"xià wǔ, tài yáng zài wǒ men de xī biān",ตอนบ่าย ดวงอาทิตย์อยู่ทางทิศตะวันตกของพวกเรา
609,邓,dèng,邓老师,dèng lǎo shī,ครูเติ้ง,邓老师是我们班的数学老师。,dèng lǎo shī shì wǒ men bān de shù xué lǎo shī,ครูเติ้งเป็นครูสอนคณิตศาสตร์ของชั้นเรา
610,为,wèi,为了,wèi le,เพื่อ,为了学好游泳，我报了游泳班。,"wèi le xué hǎo yóu yǒng, wǒ bào le yóu yǒng bān",เพื่อให้ว่ายน้ำเก่งขึ้น ฉันจึงสมัครเรียนว่ายน้ำ
611,困,kùn,困住,kùn zhù,ขัดขวางไว้,大雨困住了正要下班回家的人们。,dà yǔ kùn zhù le zhèng yào xià bān huí jiā de rén men,ฝนตกหนักทำให้ผู้คนที่กำลังจะเลิกงานกลับบ้านติดอยู่
612,感,gǎn,感人,gǎn rén,ซาบซึ้งใจ,这个感人的故事被拍成了电影。,zhè ge gǎn rén de gù shì bèi pāi chéng le diàn yǐng,เรื่องราวที่ซาบซึ้งนี้ถูกนำไปสร้างเป็นภาพยนตร์
613,卫,wèi,卫生,wèi shēng,สุขอนามัย,快过年了，我和妈妈一起打扫卫生。,"kuài guò nián le, wǒ hé mā mā yì qǐ dǎ sǎo wèi shēng",ใกล้ถึงตรุษจีนแล้ว ฉันกับแม่ช่วยกันทำความสะอาด
614,悄,qiāo,静悄悄,jìng qiāo qiāo,เงียบสงบ,天黑了，月亮出来了，外面静悄悄的。,"tiān hēi le, yuè liàng chū lái le, wài miàn jìng qiāo qiāo de",ฟ้ามืดแล้ว พระจันทร์ออกมา ข้างนอกเงียบสงบ
615,应,yīng,应该,yīng gāi,ควรจะ,他们应该是在为六一儿童节做准备。,tā men yīng gāi shì zài wèi liù yī ér tóng jié zuò zhǔn bèi,พวกเขาน่าจะกำลังเตรียมงานวันเด็ก
616,象,xiàng,大象,dà xiàng,ช้าง,大象有大大的耳朵，长长的鼻子。,"dà xiàng yǒu dà dà de ěr duǒ, cháng cháng de bí zi",ช้างมีหูใหญ่ ๆ และงวงยาว ๆ
617,器,qì,机器,jī qì,เครื่องจักร,机器可以帮助人们完成很多事情。,jī qì kě yǐ bāng zhù rén men wán chéng hěn duō shì qíng,เครื่องจักรสามารถช่วยผู้คนทำหลายสิ่งให้สำเร็จได้
618,逃,táo,逃走,táo zǒu,หนีไป,看见老虎走来，小羊惊慌地逃走了。,"kàn jiàn lǎo hǔ zǒu lái, xiǎo yáng jīng huāng dì táo zǒu le",เมื่อเห็นเสือเดินมา แกะน้อยก็ตกใจหนีไป
619,吵,chǎo,争吵,zhēng chǎo,ทะเลาะ,两只小猴子为了一根香蕉争吵起来。,liǎng zhǐ xiǎo hóu zi wèi le yī gēn xiāng jiāo zhēng chǎo qǐ lái,ลิงน้อยสองตัวทะเลาะกันเพราะกล้วยลูกหนึ่ง
620,北,běi,北门,běi mén,ประตูเหนือ,我们明天早上在公园北门见面。,wǒ men míng tiān zǎo shàng zài gōng yuán běi mén jiàn miàn,พรุ่งนี้เช้าเรานัดเจอกันที่ประตูเหนือของสวนสาธารณะ
621,因,yīn,因为,yīn wèi,เพราะว่า,他今天没有去学校，因为生病了。,"tā jīn tiān méi yǒu qù xué xiào, yīn wèi shēng bìng le",วันนี้เขาไม่ได้ไปโรงเรียน เพราะป่วย
622,迎,yíng,迎接,yíng jiē,ต้อนรับ,人们弯腰行礼，迎接大王回城。,"rén men wān yāo xíng lǐ, yíng jiē dà wáng huí chéng",ผู้คนก้มตัวคำนับเพื่อต้อนรับกษัตริย์กลับเมือง
623,知,zhī,知识,zhī shí,ความรู้,看书可以让人们学会很多知识。,kàn shū kě yǐ ràng rén men xué huì hěn duō zhī shí,การอ่านหนังสือทำให้ผู้คนได้เรียนรู้ความรู้มากมาย
624,却,què,忘却,wàng què,ลืมเลือน,很多事情是不能忘却的。,hěn duō shì qíng shì bù néng wàng què de,หลายสิ่งหลายอย่างไม่อาจลืมเลือนได้
625,忙,máng,急忙,jí máng,รีบร้อน,爸爸把我送到学校就急忙上班去了。,bà bà bǎ wǒ sòng dào xué xiào jiù jí máng shàng bān qù le,พ่อส่งฉันถึงโรงเรียนแล้วรีบไปทำงาน
626,投,tóu,投篮,tóu lán,โยนลูกบาส,他每次投篮都能把球投进去。,tā měi cì tóu lán dōu néng bǎ qiú tóu jìn qù,เขายิงลูกบาสทุกครั้งก็ลงห่วง
627,思,sī,思念,sī niàn,คิดถึง,海外游子无时无刻不在思念祖国。,hǎi wài yóu zi wú shí wú kè bù zài sī niàn zǔ guó,ชาวจีนในต่างแดนคิดถึงบ้านเกิดตลอดเวลา
628,名,míng,名字,míng zi,ชื่อ,我们都有一个家，名字叫中国。,"wǒ men dōu yǒu yí gè jiā, míng zì jiào zhōng guó",เราทุกคนมีบ้านหนึ่งเดียว ชื่อว่าประเทศจีน
629,片,piàn,照片,zhào piàn,รูปถ่าย,大家出去玩，拍了很多照片。,"dà jiā chū qù wán, pāi le hěn duō zhào piān",ทุกคนออกไปเที่ยวและถ่ายรูปกันมากมาย
630,国,guó,国王,guó wáng,กษัตริย์,国王身上有一块宝玉。,guó wáng shēn shàng yǒu yī kuài bǎo yù,บนร่างกายของกษัตริย์มีหยกชิ้นหนึ่ง
631,作,zuò,作业,zuò yè,การบ้าน,先写完作业，再出去玩。,"xiān xiě wán zuò yè, zài chū qù wán",ทำการบ้านให้เสร็จก่อน แล้วค่อยออกไปเล่น
